tileid,parenttile_id,resourceinstance_id,Anglicized name,Name in Roman (with diacritical marks),Alternative name(s),Name in Devanagari,sortorder,provisionaledits,nodegroup_id
945784ec-ed2e-44dd-a6b5-86219d673f7f,None,7212764c-e691-11e9-8bc4-0242ac130002,Taleju Bell,Taleju Bell (13th cent. CE),"<p>Tagvvaḥ, G&atilde;, Taleju Ghaṇṭā, Darbār Square Big Bell</p>
",तग्वः गँ || LAL1250,0,,27b6916c-9323-11e9-a015-0242ac120006
4ce72fd4-72f8-48f6-b95c-bab8ae919cb2,None,7286700f-4313-42ba-be54-d79933e086a4,Manga Hiti,Maṅgaḥ Hiti (built in 570 CE),"<p>Maṅgala Dhārā (inscription from VS 2015)</p>
",मङ्गः हिति|| LAL1360,0,,27b6916c-9323-11e9-a015-0242ac120006
2142c641-2c71-43ea-a764-b829afd41723,None,72b92b8f-e331-4878-85d4-5aa407f60047,Chilkaya Temples,Cilkhāyā Temples (ca. 16th cen.),"<p>Śivandai Kālīkā</p>

<p>Cilkhāyā Mandira</p>

<p>Cilkaya Devala</p>
",चिलखाया || KLK0250,0,,27b6916c-9323-11e9-a015-0242ac120006
f3b83354-962f-40c3-90e2-591cf9c54c76,None,731bd8c6-5877-4951-bf17-efc7b7c68933,Tanani Caitya ,Taḥnani Caitya ,"<p>Dharmadhātu Cetabāhāra (inscription from NS 798)</p>

<p>Caitra Bhaṭṭārikā (inscription from NS 785)</p>

<p>Caitrabāhāra (inscription from NS 819)</p>

<p>Cībhādyaḥ (vernacular)</p>
",त:ननि चैत्य ll KIR0075,0,,27b6916c-9323-11e9-a015-0242ac120006
314baf61-352a-47a4-b931-1a55fb5d8ecf,None,737cb161-8db7-4e7d-a315-4f6fdf29d047,Bahalukha Phalcha 2,Bāhālukhā Phalcā 2,,बाहालुखा फल्चा २ || LAL4244,0,,27b6916c-9323-11e9-a015-0242ac120006
b233afc0-539a-4196-ba7c-cfff89d3e97c,None,73f86971-d72b-42bc-8776-14acf48bfaca,Panda Baha,Pānda Bāhāḥ (1877 CE),"<p>Panda Baha (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a> 1975, P-216)</p>

<p>Pāndā Bāhā (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> 1985, 121)</p>

<p>Pāṇḍava Vihāra (Sanskrit name)</p>

<p>Lukhusībāhā (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/KJ3DWA54"">Gutschow &amp; Śākya</a></strong> 1980, 174)</p>

<p>Śrī Kiṣṇalachimivarṇṇa Mahāvihāra (Inscription from NS 997 and NS 1000)</p>
",पान्द बाहा: ।। LAL2160,0,,27b6916c-9323-11e9-a015-0242ac120006
d710b3c0-63f3-4875-a944-5b04cad48eea,None,74ae042c-e6a8-11e9-b125-0242ac130002,Krishna Temple,Kṛṣṇa Cyāsĩdegaḥ (1723 CE),"<p>Kṛṣṇa Temple south</p>
",कृष्ण च्यासिंदेगः|| LAL1240,0,,27b6916c-9323-11e9-a015-0242ac120006
572a9cc6-7025-417d-af79-341b21189030,None,75171568-d049-4c63-9fce-ddf40dc4e157,Vatsala Mandira,Vatsalā Mandira,"<p>Lvahaṃ Degaḥ (vernacular)</p>
",वत्साला मन्दिर ||BKT0100,0,,27b6916c-9323-11e9-a015-0242ac120006
d646ff51-6496-4d5d-8687-a41a027b0b72,None,755714a7-16e4-4926-b93c-a906820ce3bf,Kolikhola Pillar,Kolikholā Pillar (ca. 1357 CE),,कोलिखोला खम्बा || MUG0070,0,,27b6916c-9323-11e9-a015-0242ac120006
d89fd735-a715-43dc-8a0a-dc7b5565479b,None,7559d8ea-32ef-11ea-a67f-0242ac130002,Khvaya Bahi,Khvāya Bahī Taḥdhaṅgu (16th cent.?),"<p>Kāmukanāma Mahāvihāra (Sanskrit name)</p>

<p>Mū Khvāya Bahī (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IWXSWRPQ/q/sinclair"" target=""_blank""><strong>Sinclair 2010</strong></a>, 36)</p>

<p>Taḥdhaṅgu Khvāya Bahī&nbsp;</p>
",ख्वाय बही तःधङ्गु || LAL0540,0,,27b6916c-9323-11e9-a015-0242ac120006
a0388160-8724-43c2-b704-c50807f01bba,None,75d880e6-e74f-11e9-8bc4-0242ac130002,Aki Baha,Aki Bāhāḥ,"<p>Aṣṭakīrti Vihāra, Aṭakī Bāhāra, Ataskīrti Vihāra</p>
",अकि बाहा: | | LAL0850,0,,27b6916c-9323-11e9-a015-0242ac120006
a45657ce-e398-44f6-97fe-54e7a4bb5320,None,7605825a-b679-4eb0-a1c0-8365e6493bfa,Rara Mahadev Mandir,Rārā Mahādeva Mandira,,रारा महादेव मन्दिर || MUG0110,0,,27b6916c-9323-11e9-a015-0242ac120006
97193404-1c7e-4975-ac69-9248f8fde58f,None,76ab9a02-0244-11ea-8f3c-0242ac130002,Vajradhatu Chaitya,Vajradhātu Caitya (ca. 19th cent. CE),"<p>Taḥgaḥbhavāndyaḥ (vernacular)</p>
", वज्रधातु चैत्य || SUN0210,0,,27b6916c-9323-11e9-a015-0242ac120006
ffb0f71a-7a6a-430b-a209-59873285664a,None,776a4b78-3709-406d-bdb5-7f65590d125d,Hanuman Pillar,Hanuman Pillar,"<p>Hanumāna Stambha (written on the signboard)</p>

<p>HANUMAN STAMV (written on the signboard)</p>

<p>Hanumān stambha (cf.&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W5I86TFA/q/kirtipur"" target=""_blank""><strong>Ś. Śṛeṣṭha</strong>,</a>&nbsp;1994, 76)</p>

<p>HANUMĀN STAMBHA (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/T2I6SPQF"" target=""_blank"">Herdick</a>&nbsp;</strong>1988, 63)</p>
",हनुमन् स्तम्भ ll KIR0057,0,,27b6916c-9323-11e9-a015-0242ac120006
10ccdc2b-524f-41ac-8d16-f9108c5739e7,None,77e6fd7a-5e11-11ea-b4c2-0242ac130006,Thati Baha,Thati Bāhāḥ,"<p>Taitināma Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/locke/titleCreatorYear/items/5A9SNX3X/item-list"" target=""_blank""><strong>Locke </strong></a>1985, 172)</p>
",थति बाहाः || LAL0030,0,,27b6916c-9323-11e9-a015-0242ac120006
7d055755-3810-468e-8edb-415ed5037d57,None,781d9148-efea-47f6-bfee-3aa004bf0e43,Balkumari Dyachen ,Bālakumārī Dyaḥchẽ,"<p>Bal Kumari Dyo Chhen (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha </strong></a>1975, 189)</p>
",बालकुमारी द्य:छेँ ll LAL2140,0,,27b6916c-9323-11e9-a015-0242ac120006
c8b8c8f1-c037-407a-8daa-587af282cb03,None,781f49c2-723f-11ea-b99f-0242ac130006,,Tāpā Hiti Phalcā East (1719 CE),,तापा हिति फल्चा पूर्व || LAL4199,0,,27b6916c-9323-11e9-a015-0242ac120006
f59054ee-9ed8-4714-8ea0-601f6ff9c4ab,None,78211803-598c-46df-834e-4d97356acd0c,Vamsi Narayana (Krishna) Mandira ,Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira,"<p>Kṛṣṇa Temple (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow</strong></a><strong>&nbsp;</strong>2011, 424)</p>

<p>Jagannātha Degaḥ&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow</strong></a><strong>&nbsp;</strong>2011, 424)</p>

<p>Vaṃśagopāl&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow</strong></a><strong>&nbsp;</strong>2011, 424)</p>

<p>Dvārikānāth&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow</strong></a><strong>&nbsp;</strong>2011, 424)</p>

<p>Bansi Narayan&nbsp; (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/pruscha/titleCreatorYear/items/XIQBXLE8/item-list"" target=""_blank""><strong>Pursha</strong></a> 1975,&nbsp;216)</p>

<p>Bhatgaon &ndash; Temple of Khrishna&nbsp;(watercolour by Henry Ambrose Oldfield, 25.2 x 36.4 cm, March 1853)</p>

<p>&nbsp;</p>
",वंशी  नारायण (कृष्ण) मन्दिर ||BKT0060,0,,27b6916c-9323-11e9-a015-0242ac120006
a080ae7e-1634-4855-956b-608b71eec228,None,786375ae-ec2d-11e9-8bc4-0242ac130002,Mati Bahacha,Mati Bāhācā (1863 CE),"<p>Govindasiṃha Vihāra, Matibahāḥ Cukacā, Cibhāḥ Cuka</p>
",मति बाहाचा || LAL0891,0,,27b6916c-9323-11e9-a015-0242ac120006
0c5abc8e-6c24-4bce-ab1c-47014031afaf,None,786fe3c9-b65a-4bee-9432-867ae7d7be39,Puncali Phalca - 2 ,Puncali Phalcā - 2 (before 1716 CE),,पुन्चलि फल्चा - २  ll LAL4232,0,,27b6916c-9323-11e9-a015-0242ac120006
f8bcf06e-d62b-471d-9741-d4aff282e7f5,None,788cd320-e6a8-11e9-8bc4-0242ac130002,Ibah Bahi,Ibāḥ Bahī (1418 CE),"<p>Rājaśrī Mahāvihāra, Siṃhavarṇa Mahāvihāra</p>
",इबा: बही || LAL2730,0,,27b6916c-9323-11e9-a015-0242ac120006
265cce8f-412a-4cc7-b153-58fb1d46e433,None,790c0a2a-5e10-11ea-8083-0242ac130006,South Stupa,Aśoka Stūpa South (3rd cent. BCE?),"<p>Lagaṃthūra (vernacular)</p>

<p>Laga&ntilde; (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/d.%20r.%20regmi/titleCreatorYear/items/EY25442A/item-list"" target=""_blank""><strong>D.R. Regmi</strong></a> 1966, 867)</p>

<p>&nbsp;</p>
",अशोक स्तूप दक्षिण || LAL0010,0,,27b6916c-9323-11e9-a015-0242ac120006
c1e7189d-8f53-4daf-bfb7-97b0b62f33b6,None,794a1040-e665-11e9-8bc4-0242ac130002,Bhimaraja Baha,     Bhīmarāja Bāhāḥ (1909 CE),"<p>Cidhañ Ta Ja Bāhā (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/Locke/titleCreatorYear/items/5A9SNX3X/item-list"" target=""_blank""><strong>Locke</strong></a> 1985, 121)</p>
",भीमराज बाहाः ॥ LAL2360,0,,27b6916c-9323-11e9-a015-0242ac120006
9fbaa552-6fed-4289-89e0-7a7fbde5f08f,None,7a98de01-7e10-4dff-a67f-30e3687f11a7,Matu Ajima Sattal,Matū Ajimā Sataḥ,,मतू अजिमा सत: || KAT2571,0,,27b6916c-9323-11e9-a015-0242ac120006
acb074bd-6514-4464-ad8d-f7be88540771,None,7e809e00-cdbe-40f2-b1a8-5074e3cd0da3,Pusakota stone memorial pillars,Pusākoṭa stone memorial pillars (erected between the 13th-15th cent.),"<p>Pusākoṭa khamba</p>

<p>Pusākoṭa vīrakhambā</p>

<p>Pusākoṭa pillars</p>
",पुसाकोट पाषाण स्मृतिस्तम्भहरू || DLK0120,0,,27b6916c-9323-11e9-a015-0242ac120006
66817726-3a5c-4574-bab2-070fc544f8ca,None,7eb10e0c-df75-4816-b1d3-5a541d6c7d19,Lamji Pancadeval,Lamjī Pañcadevala (13th-15th cent.),"<p>Lamjee</p>

<p>&nbsp;</p>
",लम्जी पञ्चदेवल || DLK0320,0,,27b6916c-9323-11e9-a015-0242ac120006
afa3f487-6f9c-49d4-bf69-5d79a2d41577,None,7ebfcc36-6e7b-4afe-b4ca-a6b4ec2729da,Bhakteshvar Mandir,Bhakteśvara Mandira ,,भक्तेश्वर मन्दिर ।। KAT2639,0,,27b6916c-9323-11e9-a015-0242ac120006
9755ba4e-839f-463d-b230-ecaf13de4f16,None,7ee44ac8-f17a-11e9-8649-0242ac130002,Bu Baha,Bu Bāhāḥ (before 1098 CE) ,"<p>Vidyādharavarma-saṃskārita Yaśodhara Mahāvihāra</p>
",बु बाहा: || LAL0440,0,,27b6916c-9323-11e9-a015-0242ac120006
f721058e-7bda-4e67-9d71-92ada9e798df,None,7f398f5a-a97b-4bb8-9261-b8a0cd448ae7,Vagalamukhi,Vagalāmukhī,"<p>Bagalāmukhī</p>
",वगलामुखी  ।। LAL1070,0,,27b6916c-9323-11e9-a015-0242ac120006
3778b8d6-4ef1-410d-ab8a-630eae05f1b9,None,809bbb06-e6af-11e9-b125-0242ac130002,Umamahesvara Temple,Umāmaheśvara Mandira (c. 986 CE),,उमामहेश्वर मन्दिर || LAL1430,0,,27b6916c-9323-11e9-a015-0242ac120006
398e6938-4e50-488f-a3bf-e4d6a2e082a3,None,80cdc8b9-422f-4a81-b2f7-3046a922e3e3,,Kham Gaite pillar (15th cent.),,खम् गैटे खम्बा || MUG0130,0,,27b6916c-9323-11e9-a015-0242ac120006
afb97720-39f1-470e-a88c-cb1a6caf9638,None,81196e13-6df7-43aa-8a21-8f6200b14b65,Dhaneshwar Mandir,Dhaneśvara Mandira (1855 CE),,धनेश्वर मन्दिर ।। KAT2638,0,,27b6916c-9323-11e9-a015-0242ac120006
e0ead01a-0d55-4b35-bbd8-aced4b459b70,None,81e0d744-ea9c-11e9-b125-0242ac130002,Thapa Phalcha,Thapāḥ Phalcā (ca. 19th cent. CE),,थपाः फल्चा || LAL4094,0,,27b6916c-9323-11e9-a015-0242ac120006
99ba26c9-442c-4728-8fc0-316ab07cbab3,None,81f57520-f0b7-11e9-a3c8-0242ac130002,Dapha Phalca,Dāphā Phalcā (mid-19th century CE),"<p>Sarakārī Dāphā Phalcā, Cībhā Phalcā</p>
",दाफा फल्चा || SUN4210,0,,27b6916c-9323-11e9-a015-0242ac120006
23b03846-6a8f-4a24-b8a7-3bf426a549d1,None,8206aa54-e8ea-11e9-b125-0242ac130002,Yoganarendra Pillar,Yoganarendra Stambha (1690s CE),,योगनरेन्द्र स्तम्भ || LAL1291,0,,27b6916c-9323-11e9-a015-0242ac120006
5654f821-7f1e-40eb-ac84-88e68decadb6,None,82776660-bee0-4f35-bb18-a88f7276afeb,Bayalkatiya Baithak,Bayalkāṭhiyā Baiṭhak (c. 14th cent.),"<p>Bayalkāṭiyā Pavilion</p>

<p>Bayalkanṭiyā Baiṭhak</p>

<p>Māu Deval</p>
",बयल्काठिया बैठक || JUM0100,0,,27b6916c-9323-11e9-a015-0242ac120006
0e3a4ec0-916f-4787-8dbd-9670f0722b7d,None,828826c8-56cd-11ea-8083-0242ac130006,Lachi Phalca,Lāchi Phalcā,"<p>Dāphā Bhajana Phalcā</p>
",लाछि फल्चा || BUN4003,0,,27b6916c-9323-11e9-a015-0242ac120006
9d6a0bfa-7da8-4edc-bdb6-b024ceae4d8c,None,8319446f-2ea3-4d3b-8848-80f325a69132,Kimugaon Temple and Pillar,Kimugāũ Temple and Pillar,,किमुगाउँ मन्दिर र खम्बा || DLK0050,0,,27b6916c-9323-11e9-a015-0242ac120006
7036bfe3-434e-4174-8c38-56b7c8925832,None,834f87e7-78a7-4012-a388-cfe5bb6f51c7,Luti Ajima,Luti Ajimāṃ,"<p>Indrāyaṇī (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/nep%C4%81%E1%B8%A5/titleCreatorYear/items/5WV37APW/item-list"" target=""_blank""><strong>S. Sāyami</strong></a> 2008, 18)</p>

<p>Aindrī&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/nep%C4%81%E1%B8%A5/titleCreatorYear/items/5WV37APW/item-list"" target=""_blank""><strong>S. Sāyami</strong></a> 2008, 18)</p>

<p>Lũti Maru Ajimā&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/nep%C4%81%E1%B8%A5/titleCreatorYear/items/5WV37APW/item-list"" target=""_blank""><strong>S. Sāyami</strong></a> 2008, 18)</p>

<p>Luṭi Pīṭha (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/NMAZTXCA/q/Bhasa"" target=""_blank""><strong>Bhāṣā Vaṁsāvali</strong></a>&nbsp;part ll, p 24)</p>

<p>Luti Indrāṇī Pīṭha (inscription from NS 902)</p>
",लुति अजिमां ll KAT0010,0,,27b6916c-9323-11e9-a015-0242ac120006
947fb28b-6acd-41b7-b663-14c1f835dbfa,None,83b26802-2953-4afc-baf7-e9ea63fd5fd6,Cilancva Caitya ,Cilancva Caitya (1515 CE),"<p>Pañcacaitya Bhaṭṭāraka (inscription from NS 635)</p>

<p>Dharmadhātu Vāgīśvara Bhaṭṭāraka (inscription from NS 781)</p>

<p>Caityaraṅa Dharmadhātu Bhaṭṭāraka (inscription from NS 788)</p>

<p>Cilancva Bhagavāna (vernacular)</p>

<p>Ashoka Stūpa (vernacular)</p>
",चिलन्‌च्व चैत्य ||KIR0001,0,,27b6916c-9323-11e9-a015-0242ac120006
7123a725-e6fd-485d-9d6d-2d3244fdd117,None,83d25607-b6cf-4031-bb2a-36e1532ced6a,Iche Chibha Phalca,Ichẽ Cibhāḥ Phalcā (1698 CE),,इछेँ चिभा: फल्चा || KIR4028,0,,27b6916c-9323-11e9-a015-0242ac120006
2e49b52c-e334-4f90-a1b2-182890487405,None,83e736d7-89d3-4b2f-93da-fa2dc6744480,Narayana Mandir,Nārāyaṇa Mandira,,नारायण मन्दिर ||BKT0153,0,,27b6916c-9323-11e9-a015-0242ac120006
7f5257a3-fa77-47c7-93a4-f3c9239ba7bd,None,85784d90-e904-11e9-8bc4-0242ac130002,Naga Baha Hiti,Nāga Bāhāḥ Hiti,"<p>Ilane Hiti</p>
",नाग बाहा: हिति || LAL0933,0,,27b6916c-9323-11e9-a015-0242ac120006
c0bc1de5-1941-45cc-8be2-76a41629e2f1,None,85caf911-91c6-4848-84fa-0e09aef3e05d,Teta Phalcha,Tetā Phalcā (1920 CE),,तेता फल्चा ||LAL4082,0,,27b6916c-9323-11e9-a015-0242ac120006
93a9a3f6-7bee-4b06-8d19-252061c5a72c,None,8657bd6a-9d6b-11ea-9766-0242ac130005,Ganedhya Sata,Ganedyaḥ Sataḥ,,गनेद्यः सतः || LAL4210,0,,27b6916c-9323-11e9-a015-0242ac120006
2fc96e68-ac82-4bbd-b7c0-177f2c00c185,None,8668778f-085d-4d1c-bf8a-ed3e0e5c96e3,Adi Narayana Mandira,Ādi Nārāyaṇa Mandira,"<p>Satya Narāyaṇ :&nbsp;Pruscha, Carl, ed. Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory. Vol. 2. Vienna: Anton Schroll, 1975. p. 267</p>

<p>&nbsp;</p>
",आदि नारायण मन्दिर ll THK0020 ll,0,,27b6916c-9323-11e9-a015-0242ac120006
6f4ead6f-76a4-4773-8dd5-73182aa1cf64,None,86c994be-020a-11ea-a389-0242ac130002,Kwaylachhi Phalcha  ,Kvaylāchi Phalcā (1783 CE),,क्वय्लाछि फल्चा || SUN4200,0,,27b6916c-9323-11e9-a015-0242ac120006
4fb9bd91-aa52-42e4-a07f-ed9b75bc8123,None,86caa94a-dc3f-46fb-95e1-202a709cefac,Ashoka Stupa (east),Aśoka Stūpa (east),"<p>Tetā Thūra (vernacular)</p>

<p>Tetā Thūdva (inscription from NS 966)</p>
", अशोक स्तूप (पूर्व) ||LAL2150,0,,27b6916c-9323-11e9-a015-0242ac120006
101d2a69-b9bd-4dc2-a7ea-1a64f7dd5d13,None,870f3118-e67b-11e9-8bc4-0242ac130002,Mu Guita Bahi,Mū(laṅgu) Guitaḥ Bahī (542 CE),"<p>Gusaṭala Mahāvihāra, Mūlaṅgu (Gusaṭala/Guitaḥ) Bahī, Cikã Bahīcā</p>
",मू गुइत: बही || LAL1980,0,,27b6916c-9323-11e9-a015-0242ac120006
da40acda-375b-42b0-b7eb-57d6b23c2313,None,8720230c-b399-41b7-a0db-08f7116f4612,Santipur Phalca 1,Śāntipura Phalcā 1 (probably built in 1806 CE),,शान्तिपुर फल्चा १ || KAT3261,0,,27b6916c-9323-11e9-a015-0242ac120006
00c5297e-c2fa-45e6-b855-8b97e2baa7bf,None,872e0e8c-f0ba-11e9-a3c8-0242ac130002,Mahādev stepwell,Mahādyaḥ Gāḥcā (rebuilt 2018 CE),"<p>Triliṅgeśvara Gāḥcā</p>
",महाद्य: गा:चा || SUN0010 ,0,,27b6916c-9323-11e9-a015-0242ac120006
7b1fb74d-cc6c-43d6-8f1d-763b98730253,None,87486c5c-cf5a-44bc-937b-8ccff40fd44b,Dathu Hiti,Dathu Hiti,,दथु हिति || LAL0995,0,,27b6916c-9323-11e9-a015-0242ac120006
00ba3713-e09b-4793-bd50-3b9adf5957c9,None,8781be4e-af8f-11ea-9766-0242ac130005,Patan Dhoka , Patan Ḍhokā (rebuild 1934 CE),"<p>Yala Dhvākhā (vernacular)</p>

<p>Caḥ Dhvākhā (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/PBRU5BI3"" target=""_blank"">D. Śreṣṭha</a> </strong>NS 1138: 2 )</p>
",पाटन ढोका || LAL0822,0,,27b6916c-9323-11e9-a015-0242ac120006
d8111ecc-bf19-42a9-8baa-b1aa987d9fa8,None,87c885ca-8c0a-4bad-9c69-682de1e22b2e,,Dattatraya Mandira,,दत्तात्रय मन्दिर || BKT0280,0,,27b6916c-9323-11e9-a015-0242ac120006
f2d0ec9d-717a-4445-8a5f-fe2317765ebe,None,87e25c28-82d3-4774-bfb4-808e6eb07ace,Yanga Bahah,Yaṅgaḥ Bāhāḥ (built before 1039 CE),"<p>Yogalākhya Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a>&nbsp;1985, 115)</p>

<p>Yaṃgvala Mahāvihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/JR2QQFTV/q/documents%20from"" target=""_blank""><strong>K&ouml;lver &amp; Śākya</strong></a>&nbsp;1985, 103)</p>

<p>Yãmaṅgala Vihāra (Stone inscription from VS 2000)</p>

<p>Sumaṅgala Vihāra (Therāvāda name)</p>
",यङ्ग: बाहा:|| LAL2230,0,,27b6916c-9323-11e9-a015-0242ac120006
23f1bb80-e85e-4b89-8bcb-5d01f4d0a913,None,88628b43-2a88-45c3-8a99-07f0d5b84cec,Kvatha Baha,Kvātha Bāhāḥ,"<p>Kuṭa Siṃha Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke </strong></a>1985, 110)</p>

<p>Kvathubāhāḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/B8H5C7E9/q/rudra"" target=""_blank""><strong>H. Śākya</strong></a> 1980, 92)</p>

<p>Kuṭusiṃha Vihāra&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/B8H5C7E9/q/rudra"" target=""_blank""><strong>H. Śākya</strong></a> 1980, 92)</p>

<p>&nbsp;</p>
",क्वाथ बाहाः ।। LAL2560,0,,27b6916c-9323-11e9-a015-0242ac120006
644446ca-f481-45dc-ba9d-fb1d3401f845,None,88835980-3eff-48f9-8655-81f58fa018c2,Tvaya Baha,Tvāya Bāhāḥ (built before or around 15th century),"<p>Noghalabhota Mitravarṇa Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> 1985, 101)</p>

<p>Noglabhvãta Mitravarṇa Mahāvihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IWXSWRPQ/q/sinclair"" target=""_blank""><strong>Sinclair </strong></a>2010, 26)</p>

<p>Mitravarṇa Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/MATBEU2V/q/rudravar%E1%B9%87a"" target=""_blank""><strong>H. Śākya</strong></a> 1994, 94)</p>
",त्वाय् बाहाः ।। LAL1840,0,,27b6916c-9323-11e9-a015-0242ac120006
a2dffc0f-76c3-462c-9643-c93da2aa5e76,None,88b72ab0-e6b3-11e9-8bc4-0242ac130002,Narasimha Temple,Narasiṃha Mandira (1590 CE),,नरसिंह मन्दिर || LAL1290,0,,27b6916c-9323-11e9-a015-0242ac120006
f9206d77-3497-44f3-8334-036d0b988dba,None,89ddbf0d-5d6b-4ce4-9bee-5c4403136528,Ikhanarayan Mandir,Ikhānārāyaṇa Mandira,,इखानारायण मन्दिर ।। KAT0310,0,,27b6916c-9323-11e9-a015-0242ac120006
73f34295-647a-47b5-afbe-1f5ae96e62a3,None,8ad6f527-a10b-4452-95dc-9d3ed9f9912d,Kvayna Sata,Kvaynā Sataḥ (1817 CE),"<p>Dharmmaśālā (after inscription from NS 937)</p>
",क्वय्‌ना सत: || CHO4030,0,,27b6916c-9323-11e9-a015-0242ac120006
9a4f5803-455e-4273-93f9-e3e0eb05f2a7,None,8bd0dd8f-8bee-4b91-a977-d2b40db4a23c,Unmatta Bhairav,Unmatta Bhairava (ca. 1392 CE),,उन्मत्त भैरव||LAL1060,0,,27b6916c-9323-11e9-a015-0242ac120006
a947f86c-0f17-45e4-ba88-8adea034f6b8,None,8bf6cc7e-e8fe-11e9-8bc4-0242ac130002,Cvache Phalca,Cvachẽ Phalcā ,"<p>Cvachẽ Cidhaṃgu Phalcā</p>
",च्वछेँ फल्चा || LAL4142,0,,27b6916c-9323-11e9-a015-0242ac120006
799c0c36-0a59-4d96-b4a7-e55f77356c59,None,8c223fa8-fa3d-11e9-8649-0242ac130002,Dampache Chaityas in Sunaguthi,Dampāchẽ Caityas (1979 CE),,दम्पाछेँ चैत्यहरू  || SUN0030,0,,27b6916c-9323-11e9-a015-0242ac120006
e2972ef4-e67c-41dc-8b06-c7ccb69a4eb1,None,8c376304-6852-48b8-a840-20e3764916b3,Test,Test,,Test,0,,27b6916c-9323-11e9-a015-0242ac120006
b8e98590-da1e-42da-8ab9-40f8b91e9ad5,None,8c5e73b9-f669-4839-b375-093e33198b93,Ilay Bahi,Ilāy Bahī (early 18th cent. CE),"<p>Itirāja Mahāvihāra (Sanskrit name)</p>

<p>Ilā Bahī (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> 1985, 199)</p>
",इलाय् बही ।। LAL2220,0,,27b6916c-9323-11e9-a015-0242ac120006
