tileid,parenttile_id,resourceinstance_id,Anglicized name,Name in Roman (with diacritical marks),Alternative name(s),Name in Devanagari,sortorder,provisionaledits,nodegroup_id
e6a6b7fb-4772-45fe-bdea-682feff405fb,None,21b56e2d-d3ff-4ce6-94cc-d5b85fb8a31e,Nasah Che,Nāsaḥ Chẽ,"<p>Nāsaḥdegaḥ or Nāṭyeśvara&nbsp;(vernacular)</p>
",नासः छेँ ll BAL0002 ll,0,,27b6916c-9323-11e9-a015-0242ac120006
600bc4b8-e677-43e9-bdcc-84a341bca0a5,None,21c324c0-e763-11e9-8bc4-0242ac130002,Dhana Baha,Dhana Bāhāḥ (1845 CE),"<p>Dhanapañca Vihāra, Dhanavīrasiṃha Vihāra</p>
",धन बाहा: || LAL2390,0,,27b6916c-9323-11e9-a015-0242ac120006
94f887b5-fa4e-47e9-b6ff-fee26f50292d,None,222a5a4a-e1ef-4af0-afc9-bae7bd03d3ce,Shakyamuni Buddha Shrine,Śākyamuni Buddha Shrine (consecrated in 1957 CE),,शाक्यमुनि बुद्ध ll BAL0008 ll,0,,27b6916c-9323-11e9-a015-0242ac120006
e705b1a0-4fa0-4d15-a723-6f36b0a1129b,None,224ae916-e8e2-11e9-8bc4-0242ac130002,Cibaha Nani,Cī Bāhāḥ Nani (ca. 17th cent. CE),"<p>Cibhāḥ libi</p>
",ची बाहाः ननि || LAL1730,0,,27b6916c-9323-11e9-a015-0242ac120006
079ebc10-6465-4d93-a68b-07e246181938,None,2284154e-efcf-11e9-8649-0242ac130002,Palu Baha,Pālu Bāhāḥ (1633 CE),"<p>Samantabhadra Vihāra</p>
",पालु बाहा: || LAL2450,0,,27b6916c-9323-11e9-a015-0242ac120006
9b6c67af-76e6-4fd3-be0c-d55e679d3cb3,None,2289d7b8-8b5f-438d-b783-0a0ded2f7ba6,Na Baha Nani,Naḥ Bāhāḥ Nani,"<p>Padmāvatī Mahāvihāra (Sanskrit name)</p>

<p>Naḥ Bāhāḥ (vernacular)</p>

<p>Śrī Naka Bāhāra Nani (palmleaf deed from NS 753) (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/BHBDG9UC/q/khem"" target=""_blank""><strong>Śākya</strong></a> 1134, 120-121)</p>
",न: बाहा: ननि।। LAL0520,0,,27b6916c-9323-11e9-a015-0242ac120006
cf96f5a5-e95b-4247-8168-31362b4b2a72,None,2298db0e-2225-11ea-b9b1-0242ac130002,Ganesh Phalcha 1,Gaṇeśa Phalcā 1,"<p>Ganedyaḥ Phalcā</p>
",गणेश फल्चा १ || SUN4240,0,,27b6916c-9323-11e9-a015-0242ac120006
005863d7-195c-45b4-8518-cbb356460639,None,229c34d8-428d-11ea-b44d-0242ac130006,Licchavi Caitya,Licchavi Caitya ,"<p>Cībhāḥdyaḥ (vernacular)</p>
",लिच्छवि चैत्य || BUN0008,0,,27b6916c-9323-11e9-a015-0242ac120006
cd2775f7-d10d-4db4-8487-c05bfedf825a,None,229dc17a-452d-4986-bf4a-4e56326009f8,Sidhilaxmi Mandir,Siddhilakṣmī Mandira (early 18th cent.),"<p>Lvaṃha Degaḥ (vernacular)</p>

<p>Bhagavatī Mandira</p>
",सिद्धिलक्ष्मि मन्दिर ||BKT0110,0,,27b6916c-9323-11e9-a015-0242ac120006
a728f686-6840-4a1e-847f-3536ece339a0,None,2306e890-198f-11ea-b74e-0242ac130002,Manakamana Temple,Manakāmanā Mandira at Mū Nani (before 1667 CE),"<p>Rutabāhāla (Inscription from NS 829)</p>

<p>Lutā Bāhā (Manuscript from NS 1041 and&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke </strong></a>1985,&nbsp;238)</p>

<p>Hayagrīva Āgaṃchẽ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a> 1975, C/Bi-4)</p>

<p>Ruṇḍakuṇḍa Bhairava (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/bhasa%20vams/titleCreatorYear/items/9YQ9AVJD/item-list"" target=""_blank""><strong>Bhāsā&nbsp;Vamsāvalī</strong></a>, part II, page 69&nbsp;</p>

<p>&nbsp;</p>
",मनकामना मन्दिर || BUN0006,0,,27b6916c-9323-11e9-a015-0242ac120006
c1c66d28-ad87-4782-9bbd-7e418cdd343e,None,234a903c-e5e0-11e9-b125-0242ac130002,Bhagawati Temple ,Bhagavatī Mandira,"<p>Bhagavatī, Mahiṣāsuramardinī Temple</p>",भगवती मन्दिर || LAL1610,0,,27b6916c-9323-11e9-a015-0242ac120006
467ac6bf-c7e0-4d84-860d-8e07b1b1bc4b,None,238d55d1-f5f6-43c4-841f-2fbd871d60f4,Tanga Buina Ganedya Sata,Taṅgaḥ Buinā Ganedyaḥ Sataḥ,,तङ्गः बुइना गनेद्य: सत:||LAl4104,0,,27b6916c-9323-11e9-a015-0242ac120006
1e2ce371-37d5-4634-bb19-a84b7e8fe695,None,23bdf498-e692-11e9-b125-0242ac130002,Gyanakirti Vihara,Pilāchẽ Taḥdhaṃ Bāhāḥ (1930s CE),"<p>Jñānakīrti Vihāra</p>
",पिलाछेँ त:धं बाहा: || LAL2100,0,,27b6916c-9323-11e9-a015-0242ac120006
27a38cbe-58f3-4978-9181-7a18d330f20b,None,23d40c88-efc0-4f8d-bb17-a50f831912f3,Mahadya Dega,Mahādyaḥ Degaḥ (built around seventeenth and eighteenth century),"<p>Śiva Temple (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W5I86TFA/q/kirtipur"" target=""_blank""><strong>Ś. Śṛeṣṭha</strong>,</a>&nbsp;1994,&nbsp;86)</p>

<p>Yamaleśvara Mandira (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/84R233N4/q/sukra"" target=""_blank""><strong>Ś. Śreṣṭha</strong></a>&nbsp;VS 2057, 44)</p>

<p>MAHA DEVA (liṅgayoni) (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/T2I6SPQF"" target=""_blank"">Herdick</a>&nbsp;</strong>1988, 63)</p>

<p>&nbsp;</p>
",महाद्य: देग: ll KIR0066,0,,27b6916c-9323-11e9-a015-0242ac120006
02704219-7088-406e-8b2c-9de94fdffb71,None,23d6e0b6-7f2d-44db-a22e-913a500a756a,Ganesha Mandira,Gaṇeśa Mandira (built before 1683 CE)	 ,"<p>Ganedegaḥ (vernacular)</p>
",गणेश मन्दिर ll LAL0650,0,,27b6916c-9323-11e9-a015-0242ac120006
41996ef6-f0da-4086-8592-8603e3918ab7,None,244754e0-fa2e-11e9-8649-0242ac130002,Ganesh Phalcha,Gaṇeśa Phalcā,"<p>Ganeydyaḥ Phalcā&nbsp;</p>

<p>Gaṇeśa Pāṭī</p>

<p>Nakabahī Phalca 2 (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/KHRJC9Z8/q/basukala"" target=""_blank""><strong>Basukala and Gutschow</strong></a> 2018)</p>
","गणेश पाटी, नक बही  || LAL4207",0,,27b6916c-9323-11e9-a015-0242ac120006
197bdf94-ffdd-4f34-b52f-db27115d8a05,None,24779526-7b25-4512-ac56-5d503d43020a,Hata Gaon,Hāṭa Gāũ (c. 14th-15th cent.),,हाट गाउँ || DDL0030,0,,27b6916c-9323-11e9-a015-0242ac120006
f67dbc16-74f1-4217-ad6d-aa8d1cd0da9f,None,24afe176-f66a-11e9-a3c8-0242ac130002,Karunamaya Temple/Matsyendranath Temple,Karuṇāmaya Mandira (rebuilt ca. 1835 CE),"<p>Rāto&nbsp;Matsyendranātha Mandira</p>

<p>Buṅgadyaḥ Degaḥ (vernacular)</p>

<p>Bu-kham (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/7UQ8HTD6"" target=""_blank"">Locke</a>&nbsp;</strong>1973,&nbsp;80)</p>

<p>Avalokiteśvara,&nbsp;Padmapāṇi Bũgamlokeśvara,&nbsp;Raktāvalokiteśvara (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W8DDQT5P"" target=""_blank""><strong>M.</strong>&nbsp;</a><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W8DDQT5P"" target=""_blank"">Vajrācārya</a>&nbsp;</strong>2002,&nbsp;8)</p>

<p>Bugma Lokeśvara (<em><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/FSJVMIWH/q/gopalaraja"" target=""_blank""><strong>Gopālarājavaṃśāval</strong>ī</a>&nbsp;</em>fol. 23a)</p>

<p>Bungma Deva (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/7UQ8HTD6"" target=""_blank""><strong>Locke</strong></a><strong>&nbsp;</strong>1973,&nbsp;80)</p>

<p>Aryāvalokiteśvara (inscription from NS 788)</p>

<p>Śrī 3 Karuṇāmaya (coin of king Śrīnivāsa Malla)&nbsp;</p>

<p>Śrī 3&nbsp;Lokanātha (coin of King Yoganarendra Malla)</p>

<p>Śrī 3 Bũga Iṣṭadevatā&nbsp;(inscription from NS 788)</p>

<p>Trailokyanātha (inscription from NS 796)</p>

<p>Vṛṣṭideva,&nbsp;Viśvanāṭyasūtradhāra,&nbsp;Yogīndravandya, Siddhanātha, Matsyendranātha,&nbsp;Bhaktacintāmaṇi,&nbsp;Buddhāmitābhamauli,&nbsp;Subhīkṣadeva,&nbsp;Gorakṣaguru,&nbsp;Nepālapāla,&nbsp;Maṇipadmadhara,&nbsp;Sarvalokavandya,&nbsp;Mahāyānapravartaka&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/F3NWJ6UP"" target=""_blank""><strong>H.&nbsp;Śākya</strong></a><strong>,</strong> VS 2048)</p>

<p>Viri&ntilde;cinārāyaṇa (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/HENDVQS8"" target=""_blank""><strong>J.&nbsp;</strong>M</a><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/HENDVQS8"" target=""_blank"">ānandhara</a>,&nbsp; </strong>VS 2046)</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
",करुणामय मन्दिर || BUN0001,0,,27b6916c-9323-11e9-a015-0242ac120006
95ba39b8-0ccc-4b6f-b35e-5671f3e5db4a,None,2502d305-75a5-4779-b795-791971a8d437,Jaharkota stone memorial pillars,Jāhārkoṭa stone memorial pillars (erected in ca. 13th-14th cent.),"<p>Jāhārkoṭa Khambā</p>

<p>Jāhārkoṭa Vīrakhambā</p>

<p>Jāhārkoṭa&nbsp;pillars</p>

<p>Mālli Tole Khambā</p>

<p>Mālli Tole Vīrakhambā</p>

<p>Mālli Tole pillars</p>
",जाहारकोट  पाषाण स्मृतिस्तम्भहरू || DLK0110,0,,27b6916c-9323-11e9-a015-0242ac120006
190cf64c-e481-430a-9033-0bffc3b6f773,None,2507d356-5fc2-11ea-8083-0242ac130006,Dharmadhatu Mandala,Dharmadhātu Maṇḍala (1964 CE) ,,धर्मधातु मण्डल || BUN0015,0,,27b6916c-9323-11e9-a015-0242ac120006
ff5baf85-6cbb-4064-a3ef-f0c6042a8a01,None,2548d9e2-ea78-11e9-b125-0242ac130002,Lamana Phalcha,Lāmanaḥ Phalcā,"<p>Dhaubaji Phalcā</p>
",लामनः फल्चा || LAL4138,0,,27b6916c-9323-11e9-a015-0242ac120006
bcd2dbcb-69cb-4ab2-80bc-1b70c7d7ccc4,None,254b0d1c-e68a-11e9-8bc4-0242ac130002,Chvasa Phalca,Chvāsa Phalcā,"<p>Chvāsa Phalcā</p>
",छ्वास फल्चा || LAL4008,0,,27b6916c-9323-11e9-a015-0242ac120006
82ff5557-3bad-4e2a-a74a-acd8584ec7b8,None,256339d6-e9d3-11e9-8bc4-0242ac130002,Harishankara Temple,Hariśaṅkara Mandira (1706 CE),,हरिशङ्कर मन्दिर || LAL1280,0,,27b6916c-9323-11e9-a015-0242ac120006
acffa684-22f2-43b6-83dd-bebe93a02a96,None,25c65422-6b9b-11ea-8083-0242ac130006,Khadgayogini,Khaḍgayoginī,"<p>Khaḍgajoginī (vernacular)</p>
",खङ्गयोगिनी ।। LAL0630,0,,27b6916c-9323-11e9-a015-0242ac120006
5cdda521-801b-42cc-87a3-e4f4ab30ec3c,None,25ef2d16-a10b-4081-bba3-7f4639646edb,Arithay Dhvakha Phalca,Ārīthāy Dhvākhā Phalcā ,"<p>Dakṣiṇa Phalcā (inscription from 2020 CE; NS 1140)</p>
",आरीथाय् ध्वाखा फल्चा ||KIR4020,0,,27b6916c-9323-11e9-a015-0242ac120006
f7bb065b-13b1-42cc-a3c8-c1b409861af4,None,26404afc-cb0a-11e9-b993-0242ac140002,Dvarika Baha,Dvārikā Bāhāḥ,"<p>Vaidya Bāhāḥ (vernacular)</p>

<p>Dārikā Vihāra (Śākya 2013, 144-145)</p>

<p>Dārika Vihāra (Sinclair 2010, 40)</p>",द्वारिका बाहा: |*| LAL1111,0,,27b6916c-9323-11e9-a015-0242ac120006
2ebcf735-e0f7-4324-871b-3987ba2c3dba,None,265a30ab-5d14-4b23-823d-171e8ecfedc0,Bhurti Duidevala,Bhurtī Duīdevala (built between the 13th-15th cent.),"<p>Bhurtī Devala</p>

<p>Bhurtī Pa&ntilde;cadevala</p>

<p>Bhurtī Mandira</p>
",भुर्ती दुईदेवल || DK0017,0,,27b6916c-9323-11e9-a015-0242ac120006
70bd9a56-1d33-440f-a77f-937e777e0f25,None,26daa57e-e6ae-11e9-8bc4-0242ac130002,God house at the Ashoka Stupa North,Digichẽ  at Ī Bahī (rebuilt in ca. 1936 CE),"<p>Digichẽ, Digichẽ at Aśoka Stūpa North</p>
","दिगिछें, ई बही || LAL1481",0,,27b6916c-9323-11e9-a015-0242ac120006
c8893f56-cd56-4716-bc49-c5787c057737,None,26e27d10-f989-11e9-a3c8-0242ac130002,Devajyoti Baha,Devajyoti Bāhāḥ (1889 CE),"<p>Nandayā Bu Bāhāḥ</p>
",देवज्योति बाहा: || LAL0451,0,,27b6916c-9323-11e9-a015-0242ac120006
9d1b1f9e-0663-4a6f-b601-5fa3b591d802,None,27609ec0-8feb-46bf-bde3-4392aa004e9a,Ghata Pillars,Ghāṭa Pillars (approximately fourteenth-fifteenth century),,घाठखम्बा || MUG0050,0,,27b6916c-9323-11e9-a015-0242ac120006
83640b08-5351-4b4a-9939-c40c3bb0f6d4,None,276619ca-ea4f-11e9-8bc4-0242ac130002,Hitiphusa Baha,Hitiphusa Bāhāḥ (ca. 1658 CE),"<p>Dinavarṇa Vihāra</p>
",हितिफुस बाहा: || LAL2420,0,,27b6916c-9323-11e9-a015-0242ac120006
9cfc2168-8cd8-48f3-9e2a-dbba2d7592f8,None,2775db1f-e420-45fb-8334-54dee45c5f27,Shiva Temple,Śiva Mandira (built in 1660 CE),"<p>Mahādegaḥ (vernacular)</p>
",शिव मन्दिर ll KIR0026,0,,27b6916c-9323-11e9-a015-0242ac120006
65df817e-434a-4dbb-80a0-8a2d12ee28c2,None,27ca1a68-e9ca-11e9-8bc4-0242ac130002,Thalbun Phalcha,Thalbũ Phalcā (ca. 19th cent. CE),"<p>Thalbu Phalcā</p>
",थल्बुँ फल्चा || LAL4150,0,,27b6916c-9323-11e9-a015-0242ac120006
b435b149-b326-4ea0-95c3-67ba37681d51,None,28e34398-8dda-11ea-8e56-0242ac130005,Puncali Phalca,Puncali Phalcā (before 1819 CE),,पुन्चलि फल्चा || LAL4231,0,,27b6916c-9323-11e9-a015-0242ac120006
4315a741-2fa9-4636-a39d-36420a7723c6,None,28f77756-69bc-11ea-8083-0242ac130006,,Ayuguthi Sataḥ (ca. 1700 CE),,अयुगुथि सतः || LAL4175,0,,27b6916c-9323-11e9-a015-0242ac120006
94844258-323a-4e94-b3bb-771ddcc3ef34,None,2a0b1750-ee3e-11e9-8649-0242ac130002,Kumari Pati,Kumārī Pāṭī (1724 CE),"<p>Kumārī Phalcā</p>

<p>Bhokha Kumari Pati</p>
",कुमारी पाटी || BUN4001,0,,27b6916c-9323-11e9-a015-0242ac120006
fe90264b-f762-4365-b46c-6444ea868319,None,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,Baghabhairava Mandira ,Bāghabhairava Mandira,"<p>Byāghreśvara Bhaṭṭāraka (inscription from NS 635)</p>

<p>Gunde Sthānādhipati (inscription from NS 707)</p>

<p>Bhīmasena Bhaṭṭāraka (inscription from NS 707)</p>

<p>Byāghra Bhailava (inscription from NS 811)</p>

<p>Byāghra Bhairava Bhaṭṭāraka (inscription from NS 814)</p>

<p>Ajāju (inscription from NS 796)</p>

<p>Dhuṃbahāḥ Āju (inscription from NS 1125)</p>

<p>Ājudyaḥ (vernacular)</p>

<p>&nbsp;</p>
",बाघभैरव मन्दिर||KIR0004,0,,27b6916c-9323-11e9-a015-0242ac120006
0b39d017-d75f-4c6e-80b3-b19488603e97,None,2a5c82ae-d073-11e9-8599-0242ac140006,Tanga Phalca,Taṅgaḥ Phalcā 3,,तङ्गः फल्चा ३ || LAL4105,0,,27b6916c-9323-11e9-a015-0242ac120006
ee9bdb09-140a-4b10-8243-d85dccf57dc0,None,2a8e92e4-ffb7-11e9-8f3c-0242ac130002,Lakṣmīnārāyaṇa Satah,Lakṣmīnārāyaṇa Sataḥ (1700 CE),"<p>Kṛṣṇa Sataḥ</p>

<p>Kṛṣṇa Bhajana Mandira</p>
",लक्ष्मीनारायण सतः || LAL4044,0,,27b6916c-9323-11e9-a015-0242ac120006
