tileid,parenttile_id,resourceinstance_id,historical construction period, historical pakshya,historical enddate,historical tithi,historical date (BCE/CE) ,historical peculiarities, historicalnepalimonth,historicalgate,historicaleventyear,sortorder,provisionaledits,nodegroup_id
ecd65bea-9f73-4e95-aebf-34e692b248d2,40b17aa8-a44d-4863-a7c1-8270bd36e40c,600ba6fa-8f77-11ea-bd59-0242ac130005,Late Shaha Period (1951-1990),Gate,,,1981 CE,,Śrāvaṇa (Sāuna),24,<p>VS 2038</p>,0,,ff597fea-a321-11e9-8e7b-0242ac140004
39841c90-54a9-42b8-8021-99278e340ac1,1eb22487-5569-4f34-b8e3-e134576b5015,600ba6fa-8f77-11ea-bd59-0242ac130005,Shumsher Rana Period (1885-1951),Dark fortnight,,11,1942,,Vaiśākha (Vaisākha),,<p>NS 1062</p>,0,,ff597fea-a321-11e9-8e7b-0242ac140004
7f748600-d92a-410a-a0fc-641601e47fa2,2e11d1a1-c65d-4867-8501-d4a5f07ad6cf,60a8a8e0-e4e8-11e9-b125-0242ac130002,Early Shaha Period (17th century-1846),Dark fortnight,,,1835,,Vaiśākha (Vaisākha),,NS 955,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c881a6e2-0e30-494b-8914-40636449e723,7d339597-8693-4d82-9fc3-0c23eb58cca0,60a8a8e0-e4e8-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,1,1862,,Vaiśākha (Vaisākha),,NS 982,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2859de3d-f931-4585-a670-f99075bb1e09,803a0913-ec12-4675-b3cd-f3fafc9803b1,60a8a8e0-e4e8-11e9-b125-0242ac130002,Democratic Period (1990-),,,,1993,,,,VS 2050,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b912234d-6cd4-4c62-80ce-5985da2cf05c,50f75138-afc4-47f9-84b0-17dc809b6484,60a8a8e0-e4e8-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,9,1681,,Phālguna (Phāguna) ,,NS 801,0,,ff597fea-a321-11e9-8e7b-0242ac140004
381841d2-f6ca-48c5-adcf-fdb3d77a7fa6,e6e09516-788f-4545-a282-492f38b9ebf1,60a8a8e0-e4e8-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Unknown ,,,1891,,,,VS 1947 / NS 1011,0,,ff597fea-a321-11e9-8e7b-0242ac140004
4605c44b-d309-4fb5-a359-e38c48c8da48,25053a40-ac41-4c09-a86d-f8726f43c931,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Early Shaha Period (17th century-1846),,,,1883,,,,VS 1890,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3d571883-9140-4c09-a260-60055c7c4848,d5389db6-84a0-4f79-91d4-9ee9b4ce30c1,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,13,1885,,Āśvina (Asoja),,NS 1005,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f708295e-e9c4-4ea2-a82c-e450b4562e22,ef360c82-e65e-4051-8ea3-f88101d2f1e8,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2005,,Śrāvaṇa (Sāuna),22,VS 2062,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d68a611d-7667-4583-a61d-4ded6a74f358,d6e22410-6678-4a4f-8993-f3103b6f406f,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Transitional Period (9th -12th century),Dark fortnight,,11,1024,,Jyeṣṭha (Jeṭha),,NS 144,0,,ff597fea-a321-11e9-8e7b-0242ac140004
07a146b1-d001-4fe1-8190-f94b5e81f3bd,65204de5-aee5-46ca-b078-5cbd8a63e5ff,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Early Malla Period (13th-1482),Bright fortnight ,,1,1279,,Māgha,,NS 399,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b526dc75-0a10-4134-9ac5-53aade3338a7,8537943d-dad9-4041-a860-74275929d145,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,3,1658,,Vaiśākha (Vaisākha),,NS 778,0,,ff597fea-a321-11e9-8e7b-0242ac140004
bd229c52-e337-447e-8f6a-55de97d99a0e,05857592-470d-40fd-90e1-02aac42ab6a6,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),,,,1914,,Māgha,,NS 1034,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ebdb2de4-1728-426c-adb2-b6c6959d33fe,cc3a4946-93dd-40db-90a7-5c79e9f36829,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),,,,1934,,,,VS 1990,0,,ff597fea-a321-11e9-8e7b-0242ac140004
5119e99e-1324-474c-acd6-b487bd57bd1a,fa68ebb5-0fe5-43cb-9190-a8ccdfd14562,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),Dark fortnight,,1,1926,,Bhādra (Bhadau),,NS 1046,0,,ff597fea-a321-11e9-8e7b-0242ac140004
cc28f98a-edae-4b56-ac9e-37898202862f,be400eff-c76d-49cc-9ffe-4d672bcc0f25,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2011,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
cd62024c-f211-4489-b3d4-b939e21c335a,7a0da342-bdb2-4777-81f1-65ab3d3d35d4,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),Bright fortnight ,,9,1974,,Āṣāḍha (Asāra),,NS 1094,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0b9fe559-8a08-4d78-b723-4f60b9b13991,eaf37559-8813-4a14-8b18-cc77c770bb88,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Licchavi (3rd-6th century),Bright fortnight ,,13,542,,Mārgaśīrṣa (Maṅsira),,ŚS 464,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c58f88a4-e1aa-4788-9612-68a19ca7cf3f,c6b6c58f-c83f-42b3-8cf5-e4bea7deecdb,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),Bright fortnight ,,2,1967,,Āṣāḍha (Asāra),,NS 1087,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f2414d40-ab5c-4a99-b189-5a9d8599c7d2,177ed666-5b43-481e-bf4a-15375e18dec2,60aa32b2-ea3f-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),Bright fortnight ,,5,1963,,Jyeṣṭha (Jeṭha),,NS 1083,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b240b852-7f1e-4ff9-b8b7-ed20f6a48c08,11aa71af-8e9c-48f0-ac15-7332e2bd1226,618c600d-e494-4d74-b277-e81f773a21f4,Democratic Period (1990-),,,,~2000 CE,,,,"<p>VS 2057-2067?</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3fc7d7ea-5b8c-4464-a983-bd9824b1bee5,e2483346-59db-4938-b0dc-5de3fc0dba8a,618c600d-e494-4d74-b277-e81f773a21f4,Democratic Period (1990-),,,,2010-2015? CE,,,,"<p>VS 2067-2072?</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
12697345-1718-40ad-a7af-f59cd9430fc2,62bafafb-f8ff-409f-8db3-f7737566133a,618c600d-e494-4d74-b277-e81f773a21f4,Democratic Period (1990-),,,,2018 CE,,,,"<p>VS 2075</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
290a64b3-d70a-42a6-9642-fa49809b126c,2a170188-1976-4174-82fe-0d82cbbd7793,619ad1be-7cb3-4973-a2ce-13e5c7832083,Democratic Period (1990-),,,,2007 CE,,Caitra (Caita),,"<p>VS 2063</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6f4da920-cccc-45d3-b42e-a01eca748b10,02d2a32c-0945-4eb6-9fe1-d58599c23120,6206f79c-e5dc-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2008,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
823fecc6-fa9d-4cef-814a-d4e8d3659250,f47fac99-77b1-4433-b66b-a41a765644a8,62332e5e-8c90-484f-8c98-82e018442939,Late Malla period (1482-1768/69),Bright fortnight ,,1,1642,,Māgha,,"<p>NS 762</p>

<p>VS 1698</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
2ce7b2cf-0ed2-438b-b78c-d7d591a064a9,4a6711f4-c4f0-4359-af5d-7f3183de61f0,62332e5e-8c90-484f-8c98-82e018442939,Democratic Period (1990-),,,,2003,,,,"<p>VS 2060</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
62a12614-0010-413e-8419-f56817fac00e,1bcf8b08-cb48-4bae-9151-c8769fa8ba49,62af421e-8c58-49de-856d-89cf1184ae5f,,,,,'1935-1968',,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
7eee8780-19c5-4958-a1b9-4b1bb463dac2,2e4669c5-faa4-4fc8-a0f4-60d34d501284,62af421e-8c58-49de-856d-89cf1184ae5f,Democratic Period (1990-),,,,1998,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c1aec2de-8b2f-489b-99f4-15f10b58caf9,93ca736b-7666-4955-80dd-a33d3b02f292,62af421e-8c58-49de-856d-89cf1184ae5f,Late Malla period (1482-1768/69),Bright fortnight ,,4,1494,,Bhādra (Bhadau),,"<p>NS 614</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
65feeba7-b917-4c06-9a0a-ccaac30a33a6,1f93bf20-9c6d-46f3-94a0-baf0bc5bbea9,62af421e-8c58-49de-856d-89cf1184ae5f,Early Malla Period (13th-1482),Bright fortnight ,,7,1487,,Āṣāḍha (Asāra),,"<p>NS 607</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
f3fabf54-b87d-4ae3-af4b-0c029581e197,c7198882-77eb-4459-847d-216b8f1fb06f,63987fea-cd6d-11e9-92b4-0242ac140002,Early Malla Period (13th-1482),Bright fortnight ,,1,CE 1125,,Āṣāḍha (Asāra),,NS 245,0,,ff597fea-a321-11e9-8e7b-0242ac140004
59497412-6115-446d-90ee-10231430e107,9ee5244b-c4e9-4754-a7e3-3e9325e88ca0,63987fea-cd6d-11e9-92b4-0242ac140002,Transitional Period (9th -12th century),,,5,CE 1935,,Māgha,,NS 1055,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1aecbdbb-4ca4-4864-84da-08aeabfa2791,bce37e46-faeb-4395-bd80-73d036c437e7,63987fea-cd6d-11e9-92b4-0242ac140002,Shumsher Rana Period (1885-1951),Bright fortnight ,,1,CE 1948,,Vaiśākha (Vaisākha),,NS 1068,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dc9e4a95-d3f6-4dc9-a3f5-a47ace6c8795,ff1c66c3-ae3b-4ad6-91a0-2ccb17cf06f3,6399088a-e68a-11e9-b125-0242ac130002,Democratic Period (1990-),Gate,,,2016,,Āṣāḍha (Asāra),18,VS 2071,0,,ff597fea-a321-11e9-8e7b-0242ac140004
fc461d3c-92fa-4c3a-a908-942b2116830a,ec512cd3-5702-4877-baac-59f6eac15a14,63d66002-8bc5-48b3-af42-cf40b44b38d1,Democratic Period (1990-),Bright fortnight ,,Full Moon,2000,,Mārgaśīrṣa (Maṅsira),,"<p>NS 1121</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6f1ed639-21c9-4334-8701-d9f4a88daab4,8482fd84-3e7c-488a-a61d-0f9c08daf5df,63d66002-8bc5-48b3-af42-cf40b44b38d1,Democratic Period (1990-),,,,1991,,,,"<p>VS 2048</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7a4482e0-da59-4a6f-b6e1-d8f14332a8b8,e991e819-35a4-4faa-ab13-0570fa8d7ed9,63d66002-8bc5-48b3-af42-cf40b44b38d1,Shumsher Rana Period (1885-1951),Bright fortnight ,,9,1898,,Kārttika (Kārtika),,"<p>NS 1019</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6e9aa764-3406-4007-b3d2-dcb56262b3ca,afed85d9-297f-48c2-9291-0d272c5d842a,63d66002-8bc5-48b3-af42-cf40b44b38d1,Late Shaha Period (1951-1990),Bright fortnight ,,13,1977,,Māgha,,"<p>NS 1097</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
78ae86c9-935a-42ca-9d6d-c94d16eccb8d,317bbbac-5bc5-4b66-9319-a6f8765fe678,63d66002-8bc5-48b3-af42-cf40b44b38d1,Late Malla period (1482-1768/69),Bright fortnight ,,7,1675,,Āśvina (Asoja),,"<p>NS&nbsp;795</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
379cfe2e-9cd3-4f7d-9821-5e638c2e99cc,e7d2b4ff-ceb8-40fb-bfcb-2dbb12a2ee69,63d66002-8bc5-48b3-af42-cf40b44b38d1,Democratic Period (1990-),,,,2007,,Jyeṣṭha (Jeṭha),26,"<p>VS 2064</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
73c0e14c-4971-47c7-bfbb-0bf19e65a233,c9b329d8-c777-49d1-a954-00ce5e3a8f57,63d69d53-665f-496d-ba83-9b322a3268bc,Late Malla period (1482-1768/69),,,,1655,,,,"<p>NS 775</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
80745d50-6c3b-4467-8ea8-1b2b412a8000,ce7157f0-4070-4f4d-bd0a-df623424007e,63d69d53-665f-496d-ba83-9b322a3268bc,Late Malla period (1482-1768/69),,,3,1640,,,,"<p>NS 760</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c430e6ec-bd1d-4eb9-b05c-15274352856d,adb76af9-2034-4b98-b77d-d95fb16b4a59,63d69d53-665f-496d-ba83-9b322a3268bc,Late Malla period (1482-1768/69),Bright fortnight ,,5,1504,,Mārgaśīrṣa (Maṅsira),,"<p>NS 625</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3ab011f8-7742-45b9-ae82-885478b2d14c,3b28b9a1-707e-4608-9937-fbeb755ecb60,63ee2cfd-8c43-457b-970c-a837cc8f7f11,Late Malla period (1482-1768/69),Bright fortnight ,,6,1630,,Vaiśākha (Vaisākha),,"<p>NS 750</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
adb96f67-ea40-4884-b065-b531396b9283,8a8eee94-4679-4ca3-89ac-5cf116d2116e,63ee2cfd-8c43-457b-970c-a837cc8f7f11,Late Malla period (1482-1768/69),Bright fortnight ,,5,1503,,Māgha,,"<p>NS 623</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
55cdb57d-023d-4d3f-b323-751e7137bea1,7cf73e9f-6a6f-49f4-8678-ce895d9ba5a1,63ee2cfd-8c43-457b-970c-a837cc8f7f11,,,,,0000,"<p>The inscription is heavily damaged making it impossible to decipher.</p>
",,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b30a9771-6c88-46d5-abb1-49f22f7066b4,a0bee605-221c-4bb3-a419-b4c828187d88,6594f9ac-fb26-4e95-8c0e-4957e705df7c,Late Shaha Period (1951-1990),Bright fortnight ,,Full Moon,1980 CE,,Phālguna (Phāguna) ,,"<p>NS 1100</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6e777ca2-c879-4df3-9354-9b5e92afe302,bbda5119-db07-40dc-815d-44e46574e17b,6594f9ac-fb26-4e95-8c0e-4957e705df7c,Democratic Period (1990-),,,,2020,,Śrāvaṇa (Sāuna),,"<p>VS 2077</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
adeefe77-0403-42d9-a734-5a24834653b2,8ddcda65-949f-468d-b4bc-cae8eb394f5c,6594f9ac-fb26-4e95-8c0e-4957e705df7c,Democratic Period (1990-),Gate,,,2013,,Bhādra (Bhadau),21,"<p>NS 1133/VS 2070</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
a2baaa3d-0341-482c-8639-6e475294cac9,4f876842-fed2-49da-9239-d2a2a534df30,65ef3af4-9d6a-11ea-82af-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,9,1683,,Āṣāḍha (Asāra),,"<p>NS 839</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7b584a25-1abc-4a04-89e2-8a26678fad67,fae05b65-6a2d-4550-bbfd-b7eae2563a76,65ef3af4-9d6a-11ea-82af-0242ac130005,Late Shaha Period (1951-1990),Bright fortnight ,,3,1984,,Vaiśākha (Vaisākha),,"<p>VS 2041</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d4ee9fb3-67f6-413b-87f1-57dc85a6cb1c,69385d55-ba5b-4449-bff2-ff8ac406dc01,65ef3af4-9d6a-11ea-82af-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,11,1683,,Śrāvaṇa (Sāuna),,"<p>NS 803</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
1594654a-a175-4621-a0b8-0618c4b5ae3d,cd4c66d8-f5a0-4873-b9e6-12e497d91310,65ef3af4-9d6a-11ea-82af-0242ac130005,Shumsher Rana Period (1885-1951),"Gate,Dark fortnight",,,1889,,Āṣāḍha (Asāra),14,"<p>VS 1946</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c3b218aa-8a81-450c-8065-4365ed611921,61a5d9b7-e5ab-4629-b3cf-3daa04029b68,65ef3af4-9d6a-11ea-82af-0242ac130005,Late Malla period (1482-1768/69),Dark fortnight,,9,1686,,Āśvina (Asoja),,"<p>NS 806</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
f957f0b9-5f3e-4256-95ee-2ddbf72d6fae,7a2eeb92-cc21-42f0-abe4-3cfa9e5aa850,6700e6dc-ad31-11ea-8ae7-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,12,1668,,Vaiśākha (Vaisākha),,"<p>NS 788</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
81dd21ca-b93b-4580-815e-3dce6feaa480,ef6283d3-ad85-44cf-b4de-bf8b31fc6e53,6700e6dc-ad31-11ea-8ae7-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,12,1685,,Vaiśākha (Vaisākha),,"<p>NS 805</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
a605d09c-751b-4611-8f1b-ed6407507a5f,c9cc661f-d51a-4b37-b856-1bf8cbe6e4e6,6700e6dc-ad31-11ea-8ae7-0242ac130005,Democratic Period (1990-),Gate,,,1993,,Āśvina (Asoja),1,"<p>VS 2050</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
5ec937ec-00fc-4164-8a76-6577818cc122,c08329f4-3a7c-49dd-a3e3-68ac146d8fb4,6700e6dc-ad31-11ea-8ae7-0242ac130005,Democratic Period (1990-),Gate,,,2006,,Śrāvaṇa (Sāuna),23,"<p>VS 2063</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
1fad4a55-fc89-499a-87ae-3d166bd76c6b,254eeb3d-89c2-4110-96ac-35f881246c65,6700e6dc-ad31-11ea-8ae7-0242ac130005,Shumsher Rana Period (1885-1951),Bright fortnight ,,8,1903,,Bhādra (Bhadau),,"<p>NS 1903</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
1551fc8e-7b69-472d-aa14-00091fedb81b,9b6c9708-1548-48c2-8ece-8be26ef6fb77,6700e6dc-ad31-11ea-8ae7-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,2,1668,,Vaiśākha (Vaisākha),,"<p>VS 788</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
b6ae01c4-c3c5-4569-8f34-6a9311e52e35,61e3f639-ff7b-4048-a6ef-5e5dd8b250ee,6700e6dc-ad31-11ea-8ae7-0242ac130005,Early Rana Period (1846-1885),Bright fortnight ,,2,1853,,Vaiśākha (Vaisākha),,"<p>VS 1853</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
4c3f716c-75b8-45c2-ac1e-38c36c950a90,498538fc-72ff-4b76-a9af-04743f4806d2,67282390-14e0-4896-92cb-d79b96080f2e,Democratic Period (1990-),,,,2010 CE,,,,"<p>VS 2067</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7e03a015-bf49-4e87-9b3f-3fc39bc5595a,353449f7-211e-416d-9588-ec4a898fc26d,673afbfc-e6f2-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,3,1751 CE,,Phālguna (Phāguna) ,,NS 871,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6f402e98-d3cc-4983-8650-9a51de49be8f,a214f3c1-ba9a-4a49-818e-600adfafbd42,673afbfc-e6f2-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2016-07-02,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
5255e217-62d1-44d6-9647-42fd8848d121,1cd3030f-78fb-4dc5-9830-9c103346691b,673afbfc-e6f2-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),,,,1974 CE,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ca4d1d25-686a-4612-ab0b-587c7f36efc5,a56dd211-daa4-4bc6-9a9b-4b8292a7c826,678eb152-5957-11ea-8083-0242ac130006,Democratic Period (1990-),,,,2008,,Bhādra (Bhadau),15,"<p>VS 2065</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
e6501652-ac70-45a0-b3fe-05de961315ff,77c3c166-d0ff-4d62-b5e1-3f5a9859c039,67f7ff3b-da0a-4064-969e-53333412edd9,Late Malla period (1482-1768/69),,,,1482,"<p>The inscription is highly&nbsp;eroded (poor quality of the stone). A second&nbsp;<em>in situ&nbsp;</em>reading with side lights may provide additional information.</p>
",,,"<p>ŚS 1404</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
967a1b25-b624-45f4-8b44-e29c0c08b4af,ca4a6333-5476-4ecd-bfbc-2f83b5aa240d,69370820-1ef5-11ea-b74e-0242ac130002,Democratic Period (1990-),Gate,,,2015,,Vaiśākha (Vaisākha),12,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ed8e3529-0e70-484d-8a07-5fc2461bfa5d,22ff1c44-c294-4c32-874e-e398cc2b5e07,69370820-1ef5-11ea-b74e-0242ac130002,Democratic Period (1990-),,,,2019,,,,VS 2076,0,,ff597fea-a321-11e9-8e7b-0242ac140004
64298247-3edc-4598-98c3-acb49f9e916b,66252b80-cedf-4dd6-840c-8cc49219c37c,69370820-1ef5-11ea-b74e-0242ac130002,Democratic Period (1990-),,,,~1993,,,,~VS 2050,0,,ff597fea-a321-11e9-8e7b-0242ac140004
48c7fa52-4e33-4b4f-9e77-99462ce6708e,12b8a4cc-ff21-4beb-b499-a1072fe26cdb,69d578b5-0f06-47ad-9080-9fe3e1adb07f,,,,,0000,"<p>Sunday</p>
",Vaiśākha (Vaisākha),24,"<p>NS1132</p>

<p>VS 2069</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
717b08fb-399e-4b71-8a29-c1d49aaf4d2e,e11b462e-b0f1-4b2c-862e-c18771fa97d5,69d578b5-0f06-47ad-9080-9fe3e1adb07f,Late Malla period (1482-1768/69),Dark fortnight,,11,1673,,Caitra (Caita),,"<p>NS 793</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6316dcd2-a81a-420c-b067-d738e55a672a,a3d5cf4c-cec2-4099-a3bf-c2ed648b9f85,69d578b5-0f06-47ad-9080-9fe3e1adb07f,,,,,0000,"<p>The inscription has no date.</p>
",,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
456fbc84-c953-4eeb-b6d9-5458cee3ad90,f874568d-52e7-4fbf-9251-f14b93d4d8e1,6a263bd4-6022-48bd-ba52-b730dd67710c,Democratic Period (1990-),,,,2020 CE,,,,"<p>VS 2077</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9995683a-45f5-41af-983e-b3766b546c2e,cf054694-baac-4dfd-9b0f-5d2443192614,6a263bd4-6022-48bd-ba52-b730dd67710c,Late Malla period (1482-1768/69),Bright fortnight ,,5,1703 CE,,Jyeṣṭha (Jeṭha),,"<p>NS 823</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
e819854e-d4c1-456d-ad68-a2bebc508498,8d54ae84-1249-44a7-ad8d-3d060c4ca745,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Early Malla Period (13th-1482),,,,1294-02,,,,NS 417,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6e6d8a4d-a963-4412-8b6f-a2cd8ba105a0,14306ff5-f81f-4d63-a8a8-ae8945d36a5a,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Early Malla Period (13th-1482),,,,1387,,,,NS 507,0,,ff597fea-a321-11e9-8e7b-0242ac140004
aecfd53e-320c-4505-b54a-eef8bf54316e,b023208d-e690-4d03-a837-bcb258d88e2c,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,10,1673 CE,,Phālguna (Phāguna) ,,NS 793,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6b6d6612-d427-4168-8ca8-8add7e5e7fee,55789eb6-64cb-4c49-9452-fd47596d5a76,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Shumsher Rana Period (1885-1951),,,,1947,,,,VS 2004,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8550498f-7e97-41f1-a5f5-6edb5757ed71,df0a56dc-ef99-4a30-836f-9362b63624c6,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,,1666,,Māgha,,NS 786,0,,ff597fea-a321-11e9-8e7b-0242ac140004
af0231b2-9169-4226-8e28-164173b2be72,88008531-e766-43ae-9052-6b69873fbfc5,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Democratic Period (1990-),Gate,,,1991 CE,,Caitra (Caita),22,VS 2048,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6ef8afc1-693d-4749-aff3-b0d98ef26d76,2b0c5be7-8df7-472e-9649-d7274291bfdb,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Democratic Period (1990-),Gate,,,1996 CE,,Pauṣa (Pusa),3,VS 2053,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dee25aa2-f003-42fa-9e92-b64652fcbacf,48cbd248-4c2b-4126-b1eb-f30a0a242749,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Democratic Period (1990-),Gate,,,1998 CE,,Māgha,10,VS 2055,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e9307566-9e74-4502-9f35-8f24dfd5d176,c0acbe04-2000-4200-8e3d-75aaf7419271,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Early Malla Period (13th-1482),,,,1428-12-01,,,,NS 584-620,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d5c9a919-5b5b-4946-be90-1f847d80e065,e3a7f916-170d-4c90-893e-ec0b94ba8c55,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Shumsher Rana Period (1885-1951),,,,~1935,,,,"<p>VS &lsquo;~1991</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
69dd60bc-3557-427e-944d-07937d5b59fa,7037d101-6518-495d-8056-e18b91e92730,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Early Rana Period (1846-1885),,,,1663,,,,NS 783,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8973d23b-644c-408d-bf32-4e77420f9b25,061d5936-56ee-4fd4-b82a-1777888f58c6,6a2ca05c-3aaa-11ea-b44d-0242ac130006,Late Malla period (1482-1768/69),,,,1731 CE,,,,NS 851,0,,ff597fea-a321-11e9-8e7b-0242ac140004
