tileid,parenttile_id,resourceinstance_id,historical construction period, historical pakshya,historical enddate,historical tithi,historical date (BCE/CE) ,historical peculiarities, historicalnepalimonth,historicalgate,historicaleventyear,sortorder,provisionaledits,nodegroup_id
0985cac2-874f-4d53-bad6-8442d30a6330,6ce61bc8-5be1-4ded-b66a-ecae8abcfe20,39beb848-fc76-43de-bdad-12ea8914001b,Late Malla period (1482-1768/69),Dark fortnight,,New Moon,1703,"<p>The year and month are no longer visible in the broken inscription. This date is taken from <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/burleigh/titleCreatorYear/items/9PRI3MA3/item-list"" target=""_blank""><strong>Burleigh</strong></a>&nbsp;(1976, 46).</p>
",Āṣāḍha (Asāra),,"<p>NS 823</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
e651e245-4fba-4e83-8741-5d857007e952,3c74fe9b-ff13-4bb1-b1ad-9a64c7f6f5e0,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,Early Malla Period (13th-1482),,,,0000,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a2915ed6-f821-4b91-9242-31fdb26c2464,1220ad65-de55-40fb-bec5-910bcb229852,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,Early Malla Period (13th-1482),,,,1387,,,,"<p>ŚS 1309</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
176b5399-3b79-439b-92a0-d3b692c0df70,e6d8b9ca-007c-4248-9101-064fa85882f0,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,Early Malla Period (13th-1482),,,,1387,,,,"<p>ŚS 1309</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
afea843f-d03c-4385-8257-65da7bf32c51,4744cd97-fca7-4ec7-8823-208b19b26e96,3a781560-86b0-11ea-86ac-0242ac130005,Democratic Period (1990-),,,,2020,,Phālguna (Phāguna) ,6,"<p>VS 2076</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
8bcc22e2-3897-4285-a900-88e92c443a14,d3f85281-40e0-4ec9-b712-61b027fc283b,3a781560-86b0-11ea-86ac-0242ac130005,Democratic Period (1990-),,,,1980,,,,"<p>VS 2037</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
540dd4b0-9b2e-4606-a4ee-8561e304ba27,6395acc6-19fa-43f4-9bb0-27611fad1f9e,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,,1674,,,,NS 794,0,,ff597fea-a321-11e9-8e7b-0242ac140004
59942e79-e6c2-4ba7-b927-b9d18ab45933,f5ad7f05-053c-465b-b11b-7629448c300f,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,Full Moon,1682,,Phālguna (Phāguna) ,,NS 802,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b5d117a0-699f-4508-84b5-956f594f6922,aa09a7ab-e139-4c22-af34-389b3a7e1b78,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,14,1641,,Vaiśākha (Vaisākha),,NS 761,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a5bf5980-8285-4d0d-bcbe-c9194d52d68f,e32c7aee-90d1-4943-87b1-241273dd82ea,3aa59732-e7ec-11e9-b125-0242ac130002,Early Malla Period (13th-1482),Bright fortnight ,,12,1361,,Māgha,,NS 481,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b7d1b181-d606-4a25-ac4f-32f22b4c4e47,949b7830-7f8b-4430-9d29-cdb557e79f1a,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,Full Moon,1668,,Jyeṣṭha (Jeṭha),,NS 788,0,,ff597fea-a321-11e9-8e7b-0242ac140004
eb6c19f3-c7a2-4af1-a894-cbf310159ea6,b63e6632-5c4d-4b2e-90ce-f7424be58d10,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,7,1694,,Phālguna (Phāguna) ,,NS 814,0,,ff597fea-a321-11e9-8e7b-0242ac140004
5b5b88c6-08de-45f7-9e1a-dc59b48e2e70,e667140f-726d-4dce-8f2a-f3810767c488,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,6,5,1723,,Jyeṣṭha (Jeṭha),,NS 843,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d8560ce6-e27d-48eb-bc7e-d488f7a098bb,333039d8-cf9a-44a3-81a2-9a2f636f2ede,3aa59732-e7ec-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,6,1875,,Vaiśākha (Vaisākha),,NS 995,0,,ff597fea-a321-11e9-8e7b-0242ac140004
4b2df684-cfe7-4637-bd0c-6c86245ba09f,a7abd4c6-b077-4483-bedf-6485ea402a61,3aa59732-e7ec-11e9-b125-0242ac130002,Democratic Period (1990-),,,,2019,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6e34631e-1105-41d7-a019-44af83d535a0,6b53cde1-e312-42c2-a5ba-fad071996278,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,Full Moon,1742,,Kārttika (Kārtika),,NS 862,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dd74e166-543e-4b3d-b10f-082aadc05843,6601a4ee-aacb-4e51-b658-aa1570e98bc4,3aa59732-e7ec-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,6,1666,,Kārttika (Kārtika),,NS 786,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9ad76f9c-a842-4cf3-9631-8213a07c0a19,c2895088-eb57-4fa4-8663-e76510b1b058,3b68c5ca-e64a-11e9-b125-0242ac130002,,Bright fortnight ,,7,1682,,Śrāvaṇa (Sāuna),,802,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b739f2f2-7a05-4dbc-8f29-2e3c1613ad1b,30f040a5-0d6d-43af-8aa1-d44be5ee6987,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,11,CE 1701,,Māgha,,NS 821,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1aca7d99-7c43-4ee4-bb61-cb14c0da6fee,09453b01-9dd7-4599-95ec-2428c75c4fc2,3b68c5ca-e64a-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,10,CE 1861,,Māgha,,NS 981,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8a16610e-7f1b-4737-93b3-d0683a628cb0,f59a87e8-1098-4013-b37c-116641c6857c,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,13,CE 1701,,Māgha,,NS 821,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ebc23be0-9521-4e2a-91fa-e8f24f822280,9de4990e-2449-4ecb-9c83-73a3ccc48a48,3b68c5ca-e64a-11e9-b125-0242ac130002,Democratic Period (1990-),,,,CE 2015,,Vaiśākha (Vaisākha),12,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2b60ad38-0883-48cd-8001-99e2878f6383,96eeaf94-8829-4526-a7ed-bc7d9164ee41,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,CE 1627,,Bhādra (Bhadau),3,NS 747,0,,ff597fea-a321-11e9-8e7b-0242ac140004
fe68119b-6b29-4d78-9564-20c047f4b801,113a6bc4-26c5-49a9-803c-7bb506eeb897,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,CE 1657,,Vaiśākha (Vaisākha),,NS 777,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c3877a45-c1d2-41d3-96db-17e37c56f464,7bef2eba-8078-4604-874a-7272e4a865f3,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,3,CE 1679,,Vaiśākha (Vaisākha),,NS 799,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8c6d42f2-1c26-47b0-a3ec-b63962227dea,07a844dc-399e-482f-8185-d39aae4cfd21,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,CE 1697,,Śrāvaṇa (Sāuna),,NS 817,0,,ff597fea-a321-11e9-8e7b-0242ac140004
645b90a3-38a2-4bf3-9ef5-f0c72711f5ee,a73aa823-244b-41a8-89b0-a566a61a7695,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,6,CE 1681,,Māgha,,NS 801,0,,ff597fea-a321-11e9-8e7b-0242ac140004
46e661be-6dea-4abe-98cf-00996768e3a9,61b897dc-8fd1-472a-a2ca-b49524574fb7,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,,CE 1702,,Bhādra (Bhadau),,NS 822,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d97adee5-75a9-4bf1-8d46-847b33b0868d,b53b2e0b-bc3a-4781-998e-9cc6e315b1ad,3b68c5ca-e64a-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,13,CE 1647,,Māgha,,NS 767,0,,ff597fea-a321-11e9-8e7b-0242ac140004
37c3bc6b-3d57-4698-b36d-ae66fa6d4d50,cd5c2071-0348-41b1-b22e-4438a684cb4a,3b731959-de47-4cc6-84e4-e230598019f5,,Bright fortnight ,,,1683,,Phālguna (Phāguna) ,,"<p>NS 803</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
f4a1bc64-0d7a-4554-9fc0-85d911b6b80f,6476b061-5646-4b3c-9da6-df0c0fe46bf2,3b731959-de47-4cc6-84e4-e230598019f5,Late Malla period (1482-1768/69),Dark fortnight,,5,1682,,Māgha,,"<p>NS 802</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d5834349-eee0-4750-b3d9-20d6453d6b3b,1255d70a-7028-4bf0-8e46-f073bc51c707,3bcfd73f-1e8b-41d9-bbc6-148eb8ca7808,Late Malla period (1482-1768/69),,,,0000,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
848589d1-9f52-44aa-b154-3cb8d87b0cb6,d7e68037-5e10-47b9-a304-ff09c8711e70,3c768352-d08e-11e9-8599-0242ac140006,,Gate,,,1953,,Pauṣa (Pusa),3,VS 2010,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e1ea2799-8b7d-4c24-a9d3-f26d15fdbfa4,45983736-3cae-4dd2-9de2-d3a1239daa0b,3c768352-d08e-11e9-8599-0242ac140006,Shumsher Rana Period (1885-1951),,,,1934,,,,VS 1990,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dda9595e-38fe-4596-820c-2f87b4a05611,25d8082c-be45-4f51-83e1-f86d6381eca8,3c768352-d08e-11e9-8599-0242ac140006,Shumsher Rana Period (1885-1951),Bright fortnight ,,Full Moon,1902,,Āśvina (Asoja),,NS 1022,0,,ff597fea-a321-11e9-8e7b-0242ac140004
7b30334b-61a9-4f0c-bc81-2f03fbbbb6a0,7038f5ae-e46b-463b-b8fa-a51aae90c4c5,3c768352-d08e-11e9-8599-0242ac140006,Shumsher Rana Period (1885-1951),Dark fortnight,,12,1890,,Āṣāḍha (Asāra),,NS 1010,0,,ff597fea-a321-11e9-8e7b-0242ac140004
4cf9c41d-4a93-4f65-a894-73e88ae3263e,3213aca0-5e90-4324-b429-80bf17a7a1f8,3c768352-d08e-11e9-8599-0242ac140006,Early Rana Period (1846-1885),Dark fortnight,,8,1885,,Vaiśākha (Vaisākha),,NS 1005,0,,ff597fea-a321-11e9-8e7b-0242ac140004
67b5fccb-d01f-4799-9c1b-a021a0f6cb5b,99a42325-0fd5-4081-ba09-f76ecad77521,3c768352-d08e-11e9-8599-0242ac140006,Early Shaha Period (17th century-1846),Dark fortnight,,"4,5",1816,,Śrāvaṇa (Sāuna),,NS 936,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6ef08eb9-4f25-44f7-a3a3-57e4c6460b14,4322e2ca-4810-4d9e-912b-d0a6bcfb507f,3c768352-d08e-11e9-8599-0242ac140006,Late Malla period (1482-1768/69),Bright fortnight ,,14,1628,,Āśvina (Asoja),,NS 748,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a8a714c7-3298-4e22-b8d5-fa857834af76,dd8bfce7-95d6-4c37-b440-0d6df2bb22ce,3c768352-d08e-11e9-8599-0242ac140006,Shumsher Rana Period (1885-1951),Dark fortnight,,12,1890,,Āṣāḍha (Asāra),,NS 1010,0,,ff597fea-a321-11e9-8e7b-0242ac140004
4b4daae3-f14e-45f9-83cf-f8a67aa709e0,f611941f-b9a0-40ba-89ec-b8f834fa7044,3c768352-d08e-11e9-8599-0242ac140006,,Gate,,,2015,,Vaiśākha (Vaisākha),12,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2389dfd5-0c47-4b9b-a3de-abe7b7d75887,4341c577-041d-412a-a81d-88c304379817,3c768352-d08e-11e9-8599-0242ac140006,Late Malla period (1482-1768/69),Bright fortnight ,,Full Moon,1628,,Āśvina (Asoja),,NS 748,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1a30d30e-8745-4ad5-99d7-6b1f57f468b7,e5145d3e-4122-4cdf-b050-729f7b23f9f8,3c768352-d08e-11e9-8599-0242ac140006,Democratic Period (1990-),,,,1995,,Vaiśākha (Vaisākha),31,VS 2052,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9e15ad11-1aa5-4221-9347-2fdd8cfc368e,ada86e01-c7dd-47c4-9d08-227b07bb1f58,3c768352-d08e-11e9-8599-0242ac140006,Late Shaha Period (1951-1990),,,,1954,,Vaiśākha (Vaisākha),,VS 2011,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ecb3518f-07bd-4bfa-a2cc-4e4e42b194a1,6186676e-f00c-4d7b-aa6b-620151b5cfd1,3c768352-d08e-11e9-8599-0242ac140006,Early Shaha Period (17th century-1846),Dark fortnight,,1,1806,,Jyeṣṭha (Jeṭha),,NS 926,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dd769e94-a7cf-48bf-a30b-afd974edd170,9621e0e2-56dd-4315-8bcd-296ca1f8cffe,3c768352-d08e-11e9-8599-0242ac140006,Late Malla period (1482-1768/69),Gate,,,1703,,Āṣāḍha (Asāra),10,NS 823,0,,ff597fea-a321-11e9-8e7b-0242ac140004
5940c411-a945-49f6-a2ce-6eee591ab36b,c88c49f8-fb1f-4ab6-bad0-9e11ad5cd85c,3c768352-d08e-11e9-8599-0242ac140006,Late Malla period (1482-1768/69),Dark fortnight,,12,1676,,Caitra (Caita),,NS 796,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0d93be66-bbd5-4d48-985c-b22b988eeac6,742753b8-c300-493e-95db-a74db37dba30,3c768352-d08e-11e9-8599-0242ac140006,Democratic Period (1990-),Gate,,,2007,,Bhādra (Bhadau),25,VS 2064,0,,ff597fea-a321-11e9-8e7b-0242ac140004
441cd827-f59b-4f25-a24d-83ea1e6f24f7,461e14c4-c339-4ac3-b389-b7381768c192,3ceea016-9d6c-11ea-9766-0242ac130005,Late Malla period (1482-1768/69),Bright fortnight ,,7,1712,,Āṣāḍha (Asāra),,"<p>NS 832</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
44ca0302-0d0e-4864-ac3b-98022988ea71,828674e6-3fa3-4ba3-b6dc-1c858e152bb0,3ceea016-9d6c-11ea-9766-0242ac130005,Democratic Period (1990-),,,,2013,,,,"<p>VS 2071</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
18a665d8-6fe3-49f4-a7da-ec7faf2edd8f,8984bd3c-3a92-41bd-bb55-80dd4a317241,3db42996-337a-11ea-b242-0242ac130002,Democratic Period (1990-),Gate,,,2003 CE,,Māgha,12,VS 2060,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6f4e3094-102d-4748-b858-d7d30831629d,f409c57d-c0a3-4456-9df1-12e463b14f5d,3db42996-337a-11ea-b242-0242ac130002,Shumsher Rana Period (1885-1951),"Gate,Dark fortnight",,,1933 CE,,Śrāvaṇa (Sāuna),21,NS 1053,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b89edd38-a96d-4caf-af23-faa01fd0864f,9c5c028a-aad3-4453-9a02-7c8d823861f0,3db42996-337a-11ea-b242-0242ac130002,Late Shaha Period (1951-1990),Unknown ,,,1970 CE,,,,VS 2027,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1c82dc88-d19b-4b55-aa71-fe5688a0390f,a3df19bf-f580-4817-9eb9-bd8332fc9833,3db42996-337a-11ea-b242-0242ac130002,Democratic Period (1990-),Bright fortnight ,,,1990,,Bhādra (Bhadau),,NS 1110,0,,ff597fea-a321-11e9-8e7b-0242ac140004
80ee2586-4e35-4bb4-8d2c-cd1cc12ad98f,6cd4abd8-48b6-4995-910a-fd2956e66837,3db42996-337a-11ea-b242-0242ac130002,Democratic Period (1990-),Bright fortnight ,,4,1991,,Śrāvaṇa (Sāuna),,VS 2048,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6ec9e1d5-69cc-4a8a-9808-5fe9cb2bdbee,ee490e1a-1394-4436-b8c4-e23f586e1231,3db42996-337a-11ea-b242-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,7,1681 CE,,Mārgaśīrṣa (Maṅsira),,VS 1738,0,,ff597fea-a321-11e9-8e7b-0242ac140004
058c9f79-098b-4eca-b4e7-afd91663976e,6a75c942-1554-4a34-acdd-c296ce504330,3db42996-337a-11ea-b242-0242ac130002,Democratic Period (1990-),Gate,,,2003 CE,,Mārgaśīrṣa (Maṅsira),22,VS 2060,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ef4d0bf6-e9a2-491c-a6db-9753514c0abd,f5898c61-e205-438a-a297-7890e3038bfb,3db42996-337a-11ea-b242-0242ac130002,Democratic Period (1990-),Gate,,,2006 CE,,Vaiśākha (Vaisākha),1,VS 2063,0,,ff597fea-a321-11e9-8e7b-0242ac140004
94717d44-16d1-470e-a79e-9c49dbbfdd3e,b597bc16-e81d-433a-97f3-e9991c5fa9ce,3db42996-337a-11ea-b242-0242ac130002,Late Shaha Period (1951-1990),"Gate,Bright fortnight ",,13,1981,,Bhādra (Bhadau),7,VS 2038,0,,ff597fea-a321-11e9-8e7b-0242ac140004
41a2d9f2-7dc7-421f-a4e0-c274393d2724,c48b26bf-1148-4eb9-9848-e6d38bf702eb,3dbcf8b8-cf5c-44e4-8ac8-4460069bdbbf,Early Malla Period (13th-1482),Dark fortnight,,,1409,,Bhādra (Bhadau),,"<p>ŚS 1331</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
60f090f6-1ddf-4170-b5f3-00d5a3c03280,f7dab7e9-b84b-40e1-ac47-206d2de43466,3e52c084-1e63-4364-bc59-94d9b8e89e23,Early Shaha Period (17th century-1846),Bright fortnight ,,1,1782,,,,"<p>NS 902</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d7f2f28c-fcf2-401f-9ac4-e650f9956d3d,0b28ba0c-ff5d-41ed-bf7c-6e4e72cfe8ea,3e52c084-1e63-4364-bc59-94d9b8e89e23,Late Shaha Period (1951-1990),,,,~1975,,,,"<p>~VS 2032</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d5c415d4-aca1-4dc3-8ca3-17d9b1255e57,264685da-a927-4b38-bcf3-5a161453fb81,3e52c084-1e63-4364-bc59-94d9b8e89e23,Late Malla period (1482-1768/69),Dark fortnight,,5,1616,,Jyeṣṭha (Jeṭha),,"<p>NS 736</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
a0ced9c2-c875-4267-9a16-9e58f855dc7f,b707568a-92e6-42ac-937c-1a5d65214b96,3e718754-6c00-4947-b32f-da8bb82139a7,Late Shaha Period (1951-1990),Unknown ,,,1959,"<p>The inscription is&nbsp;embedded at&nbsp;bottom of the eastern pavilion. Hence, it has not been measured.&nbsp;</p>
",Caitra (Caita),,"<p>VS 2015</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d8b196d4-8140-49c5-ad3e-08f74783805d,bfb2b2f0-6e8e-4e37-ba54-b63c969f7edb,3e718754-6c00-4947-b32f-da8bb82139a7,Late Malla period (1482-1768/69),Unknown ,,,1714,"<p>The inscription is in very poor condition though the inscribed date and one of the donor&#39;s names &#39;Bhimasena Bhāro&#39; can be read.</p>
",,,"<p>NS 834</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
34e90f79-1d95-40b0-bdbe-8be214303cb3,145d81c9-4210-4c2b-9eeb-dede3db88c17,3e7d7be6-ea61-11e9-b125-0242ac130002,Democratic Period (1990-),,,,2018 CE,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e24b372f-1086-433c-8e77-f99341470f45,daf0e0c3-476b-4744-bb21-458f9a2218ed,3e7d7be6-ea61-11e9-b125-0242ac130002,Early Shaha Period (17th century-1846),,,,1807 CE,,,,NS 927,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a90c72e7-930d-486d-9360-329225625b29,28f8a78c-039b-49be-873b-3e4a240fae53,3e97265e-b2b4-4a68-862a-7c76dee0bacc,Late Shaha Period (1951-1990),,,,1977-1978,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6d56529d-29aa-47df-9aad-b56bae59bde8,c60c6f2a-e4c2-4358-8ca4-81a94222d870,3e97265e-b2b4-4a68-862a-7c76dee0bacc,Late Shaha Period (1951-1990),,,,1980-1989,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dd7ea315-06e4-448a-8561-8185326c8968,9c200756-dbde-4ceb-bb65-b57740fe7ace,3ecd2d50-1b10-11ea-b74e-0242ac130002,Late Shaha Period (1951-1990),Gate,,,1981,,Āśvina (Asoja),21,VS 2038,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3cfe0508-b857-496b-9aab-22b63379c4ab,9a2bd80b-97fb-4dc1-b94d-3acf0210a937,3ecd2d50-1b10-11ea-b74e-0242ac130002,Late Shaha Period (1951-1990),Gate,,,1995,,Caitra (Caita),25,VS 2051,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9d7fc59d-3dbf-417d-9431-47c1c23988a3,4538db01-ffc2-4972-a605-bb47f411d966,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Early Rana Period (1846-1885),Bright fortnight ,,12,1882,,Vaiśākha (Vaisākha),,"<p>NS 1002</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
546a70d0-b308-4b0b-bdf5-e0c6f0567573,44bca9be-3444-41cd-8ccd-2cd4c861a763,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Late Malla period (1482-1768/69),Bright fortnight ,,,1634,,Āṣāḍha (Asāra),,"<p>NS 754</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
305f30f5-3942-4574-8e67-c425a7b4b17f,31b34d9c-750a-48aa-9e0d-b4903e36fce5,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Early Rana Period (1846-1885),Bright fortnight ,,Full Moon,1866,,Phālguna (Phāguna) ,,"<p>NS 986</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
8e8420b8-afc9-4ed4-8823-98f980e96062,d9790b2b-aba0-4976-84f1-1c7de7886c3b,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Shumsher Rana Period (1885-1951),Bright fortnight ,,,1907,,Kārttika (Kārtika),,"<p>NS 1028</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
a26aa61e-9c84-4e32-a231-e918459c0bed,9772ecd1-588a-4d69-b5e4-0de06c192c1c,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Shumsher Rana Period (1885-1951),Bright fortnight ,,,1912,,Pauṣa (Pusa),,"<p>NS 1033</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
cb9af72c-8d4d-4451-8e05-cef682203237,050fa559-fc44-448b-978c-e3b80eee4fec,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Democratic Period (1990-),Gate,,,2015,,Vaiśākha (Vaisākha),21,"<p>VS 2072</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
8263bd51-7e1a-46e3-92a0-c2dcb1c57900,7621857a-0417-4dc1-853a-d87f52d5432a,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Democratic Period (1990-),Gate,,,1991,,Vaiśākha (Vaisākha),7,"<p>VS 2050</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
4dc1c88f-aa72-418d-b540-f0523df4026e,4471a694-62e9-40c8-a963-70e35a1cd771,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Late Malla period (1482-1768/69),Dark fortnight,,7,1656,"<p>The left part of the inscription is completely damaged in the present-day, however,&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/madh"" target=""_blank""><strong>D. Vajrācārya</strong></a><strong>&nbsp;</strong> (VS 2056, 108) published the&nbsp;complete text.</p>
",Caitra (Caita),,"<p>NS 776</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3c510824-c1fb-46d8-a055-ef4760645e33,d9a083c4-fd09-419b-b076-7edd5f1714d3,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,,Unknown ,,,0000,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3f561f14-bb16-4166-9cdf-2db5b38ebea0,8d80f4f9-3dac-4502-9965-d7e1f5e6ea80,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Shumsher Rana Period (1885-1951),Bright fortnight ,,,1919,,Śrāvaṇa (Sāuna),,"<p>NS 1039</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
94bb77b6-4062-49f2-a407-fe7836fb9b7d,d8c5321f-9553-4840-9a78-a3619e691707,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Late Shaha Period (1951-1990),Bright fortnight ,,Full Moon,1980,,Māgha,,"<p>NS 1100</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
f8e56d91-9387-4c94-8fdf-6dc634691299,f126722d-b713-4fc3-9505-a8a067b0562b,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Late Malla period (1482-1768/69),Dark fortnight,,1,1712,,Kārttika (Kārtika),,"<p>NS 833</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
35132191-a18f-4706-9549-934145c9504a,84c1b1ec-c17b-424f-b5bf-15693d23150f,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Late Malla period (1482-1768/69),"Unknown ,Dark fortnight",,,1696,"<p>१. १ ॐ नमो बुद्धायः श्री ...........सम्वत् ८१६<br />
२. माघ कृष्ण .........तिथौ ............स्वातिनक्षत्रे<br />
३. ध्रुव योगे..............वृहस्पवा&ndash;<br />
४. सरे कुभरासिगते तुरारासी<br />
५. गते चन्द्रमसि ।। थ्वते ...........रा<br />
६. याङा दिन जुरो ।।&nbsp;<br />
(provisional transliteration by BM)</p>
",Māgha,,"<p>NS 816</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
0dd58081-0371-4dc4-8e3e-405214189c63,7815ac54-a3f2-44cd-93ed-71b910f13b83,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Shumsher Rana Period (1885-1951),Unknown ,,12,1907,,Pauṣa (Pusa),,"<p>NS 1028</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
